Code,Name,HSN,GST Id,Purchase Price,Price Margin,Retail Price,Category Code
169,ACC CABLE Activa/dio O/M SUPRAJIT,123456,0,237,0,161,CABLES
181,ACC CABLE samurai LAREX,123456,0,137,0,96,CABLES
200,ACC CABLE pulsar150 O/M SUPRAJIT,123456,0,87,0,62,CABLES
163,ACC CABLE Victor gl/gls110 SUPRAJIT,123456,0,204,0,129,CABLES
187,ACC CABLE star O/M narbada,123456,0,88,0,61,CABLES
186,ACC CABLE max100 moni,123456,0,85,0,52,CABLES
166,ACC CABLE rx100 LAREX,123456,0,237,0,166,CABLES
176,ACC CABLE cd100 milex,123456,0,82,0,48,CABLES
175,ACC CABLE Boxer/4s milex,123456,0,90,0,37,CABLES
173,ACC CABLE Discover 112 milex,123456,0,165,0,95,CABLES
172,ACC CABLE Discover125/135 LAREX,123456,0,93,0,66,CABLES
174,ACC CABLE Discover100 LAREX,123456,0,84,0,58,CABLES
171,ACC CABLE Caliber milex,123456,0,90,0,52,CABLES
204,ACC CABLE ct100/platina O/M ENRON,123456,0,120,0,84,CABLES
184,MIRROR splendor plus RIGHT FIEM,123456,0,106,0,76,HERO HONDA
191,ACC CABLE Shine LAREX,123456,0,109,0,77,CABLES
152,CLUTCH CABLE Unicorn/achiver LAREX,123456,0,116,0,82,CABLES
141,CLUTCH CABLE shine larex,123456,0,114,0,80,CABLES
128,CHAIN GUARD pulsar150/180 ZODIX,123456,0,72,0,51,CABLES
154,CLUTCH CABLE ct100/platina NARBADA,123456,0,97,0,67,CABLES
151,CLUTCH CABLE cbz narbada,123456,0,95,0,67,CABLES
138,CLUTCH CABLE starcity MINDA,123456,0,140,0,90,CABLES
150,CLUTCH CABLE Samurai/showgun NARBADA,123456,0,89,0,63,CABLES
149,CLUTCH CABLE Crux/crux r AVS,123456,0,125,0,88,CABLES
134,CLUTCH CABLE libero LAREX,123456,0,121,0,85,CABLES
155,SM PINION shine DRUM BRAKE ZODIX,123456,0,27,0,18,CABLES
157,BRAKE CABLE xl super REAR OSPRAY,123456,0,94,0,63,CABLES
153,CLUTCH CABLE boxer/kb 4s OSPRAY,123456,0,96,0,65,CABLES
216,BRAKE  CABLE discover 100/125/135/150 ENRON,123456,0,110,0,75,CABLES
234,BREAK CABLE cd100 milex,123456,0,120,0,70,CABLES
244,MIRROR apache RH MINDA,123456,0,162,0,121,CABLES
239,BREAK CABLE TVS star/centra suprajit,123456,0,114,0,70,CABLES
238,BREAK CABLE ct100/platina OSPRAY,123456,0,120,0,82,CABLES
240,BREAK CABLE victor suprajit,123456,0,93,0,57,CABLES
101,SM CABLE activa N/M REMSON,123456,0,112,0,79,CABLES
118,SM CABLE discover (drum wheel) milex,123456,0,97,0,40,CABLES
t0017,CLUTCH SPRING KIT activa N/M HSTAR,123456,0,48,0,32,CABLES
210,CHOCK CABLE discover milex,123456,0,75,0,43,CABLES
211,CHOCK CABLE BOXER milex,123456,0,82,0,47,CABLES
220,BREAK CABLE activa/dio O/M REAR MINDA,123456,0,169,0,106,CABLES
